Hybridization REF_at	Iron01	Iron02	Iron03	Iron04	Iron05	Iron06	Iron07	Iron08	Iron09	Iron10	Iron11	Iron12	Iron13	Iron14	Iron15	Iron16	Iron17	Iron18	Iron19	Iron20	Iron21	Iron22	Iron23	Iron24
Composite Element REF_at	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2	normalized log 2
GBAA_pXO1_0086_at	6.130367402	6.166435526	6.640626565	6.642033795	6.389930191	6.334448907	6.402630504	6.481409229	6.165549052	6.075795888	6.012477198	6.26929814	6.001528392	6.174875586	6.145691552	6.054689151	5.916037888	6.024915751	6.278078571	6.275810886	6.0264833	6.160101674	6.486141314	6.306422211
GBAA_pXO1_0087_at	5.759084928	5.782773758	6.294333018	6.227716867	6.165545626	6.103124948	6.019609433	6.013208292	5.722474318	5.632179576	5.720375957	5.905652687	5.66422123	5.702320051	5.774242912	5.655735744	5.530332648	5.672595221	6.19474752	6.198065088	5.640665578	5.703898923	6.332276811	6.156977708
GBAA_pXO1_0088_at	4.961324621	4.856367555	5.537824506	5.455581176	5.237004797	5.263885376	5.311297292	5.238760591	4.828156775	4.656479241	4.842629104	4.931148179	4.787492347	4.914230991	4.838303481	4.839916406	4.633663842	4.721791794	4.896527025	5.028116743	4.656964956	4.844911105	5.447146829	5.109404594
GBAA_pXO1_0089_at	5.525420909	5.444542973	6.322761099	6.212520314	5.920750745	5.890018707	6.015447836	6.159423941	5.253045458	4.97103728	5.074927335	5.398007841	5.141309138	5.343695767	5.387499218	5.259224215	4.871545192	4.917049846	5.112717943	5.310812991	4.852096751	5.073122591	5.417379425	5.692422782
GBAA_pXO1_0090_at	5.649222412	5.522259872	6.516454154	6.601317618	6.084717356	6.058904314	6.068546949	6.387582036	5.187151955	4.826732477	5.047251778	5.40450185	5.169523784	5.403273161	5.342613659	5.367499842	4.727747465	4.976708284	5.113324058	5.213407877	4.728655983	4.999132947	5.557375779	5.299948701
GBAA_pXO1_0091_at	6.060706991	6.03965022	6.422695147	6.462020114	6.413294726	6.343888351	6.323987216	6.49071606	5.827667608	5.533704484	5.588352385	5.752642386	5.660290623	5.810468708	5.734684893	5.772695249	5.429781621	5.341143712	5.560527251	5.558313808	5.490934289	5.428043144	5.82725134	5.602290453
GBAA_pXO1_0092_at	5.559901344	5.627879438	5.695222501	5.717548965	5.73364326	5.591007728	5.460848351	5.766698836	5.383432003	5.540911522	5.305230693	5.603847072	5.617775515	5.488940107	5.48783742	5.605922422	5.661749373	5.257127739	5.473111619	5.447218519	5.52906648	5.43744052	5.515481497	5.704163527
GBAA_pXO1_0093_at	7.202564596	7.164558157	7.039906447	7.109668373	7.428448187	7.229512671	7.099402231	7.105825409	6.946642826	7.162507966	6.988520569	6.975491839	7.191681452	7.258969084	7.266659959	7.213651664	7.214011192	7.19546796	7.062344333	6.906347953	7.406590899	7.502289909	7.155134401	7.06631189
GBAA_pXO1_0094_at	6.183383777	6.165739506	6.15548211	6.119727851	6.3228551	6.202255625	6.188003559	6.378323088	6.162160674	5.902429625	5.8089529	5.944726218	6.245840563	6.294442791	6.148865737	6.108590147	6.007825097	5.996034686	5.923054098	6.002549466	6.241201681	6.319518177	6.200975468	6.327680398
GBAA_pXO1_0095_at	6.681477025	6.643780689	6.736804774	6.758339482	6.80942775	6.634245972	6.654959188	7.042452727	6.5567308	6.247633416	6.373564329	6.393791439	6.585607688	6.798040471	6.603274863	6.502607928	6.388257024	6.178985776	6.295710316	6.302629536	6.438597668	6.496755013	6.613200511	6.288212175
GBAA_pXO1_0096_at	7.151841865	7.186649456	7.383712528	7.403737603	7.339529549	7.237377404	7.388664905	7.404507621	7.443915955	7.028356179	7.053039356	7.23548302	7.24612778	7.193377057	7.331557553	7.22557347	7.21587677	7.011629338	7.103348513	7.214447222	6.835693921	7.09294582	6.984802716	7.256956743
GBAA_pXO1_0097_at	5.742740086	5.590195623	5.802155525	5.733680543	5.727898765	5.642440476	5.72627987	5.815786522	6.081809855	5.601099445	5.634583183	5.817192822	5.745884563	5.88804955	5.743759355	5.620436638	5.961529826	5.568081722	5.755913353	6.070717313	5.599328338	5.375628234	5.660406933	5.910551108
GBAA_pXO1_0098_at	6.319522334	6.367249357	6.36788347	6.252442756	6.615331989	6.407083953	6.371669321	6.082481843	6.434818293	6.505039393	6.427458587	6.393323267	6.448360413	6.470810798	6.514612536	6.456559957	6.749605009	6.440605281	6.564577649	6.923613623	6.550521465	6.592140818	6.462514738	6.487733185
GBAA_pXO1_0099_at	10.27510458	10.17521688	10.10736523	10.18487521	10.42798412	10.35375717	10.05964367	9.994667974	10.2869555	10.14896313	10.28201967	10.44215406	10.32353081	10.35790389	10.25582677	10.19117874	10.66161902	10.41921328	10.89574672	10.85900946	10.50070007	10.45810756	10.59729839	10.62548436
GBAA_pXO1_0100_at	5.642594806	5.771847714	5.631487878	5.580510483	5.89828923	5.768078697	5.584892471	5.572063774	5.694921721	5.783795592	5.827614293	5.930015612	5.839948703	5.921079556	5.811204748	5.638262011	5.87466021	5.732643312	6.315855419	5.803230924	5.969289538	5.855675025	5.868561721	5.724914675
GBAA_pXO1_0101_at	12.69743311	12.69661102	12.76427757	12.69458728	12.88683604	12.7903476	12.65794417	12.53945594	12.63563159	12.51928427	12.62473702	12.8375204	12.62825655	12.67686887	12.67893354	12.59665964	12.9677627	12.79184843	13.11812188	12.88331477	12.71033694	12.68384385	12.45999113	12.3979984
GBAA_pXO1_0102_at	9.231608077	9.08998613	9.2696479	9.27560377	9.415872019	9.250889965	9.168293828	9.224789551	9.206706491	8.971206641	8.823676942	9.064963345	8.96336997	9.083369675	9.055718164	9.101576015	8.509755252	8.094972165	8.66739129	9.226328061	8.298493373	8.688263861	9.525185791	9.461298195
GBAA_pXO1_0103_at	7.84695278	7.979689102	7.611911608	7.606598863	8.002929724	7.836910181	7.583510683	7.697931513	8.004683553	7.916145115	7.399870894	7.715259958	7.976948504	7.82164058	7.942959154	7.753100175	7.775888685	7.059840122	7.622813723	7.616947877	7.444405805	7.604621801	7.891382504	7.826543323
GBAA_pXO1_0104_at	6.035871242	5.845787621	6.191385912	6.084613021	6.404615592	6.143128196	5.933431163	5.993092697	5.495650039	5.675111876	5.624139008	5.529333668	5.602812668	5.733723251	5.686250822	5.764923566	5.660741165	5.593817607	5.751463205	6.12466358	5.7257299	5.645849833	6.186631994	6.033764706
GBAA_pXO1_0105_at	4.612465067	4.597779283	4.568321071	4.516818578	4.800110562	4.643777987	4.585763255	4.669137355	4.577182584	4.869699435	4.612118051	4.513873292	4.559319018	4.63351433	4.621085726	4.640907874	4.77798961	4.751286209	4.749239149	4.717489357	4.643248022	4.588890797	4.588487834	4.832246871
GBAA_pXO1_0106_at	4.795002989	4.772988883	4.834100857	4.740905184	5.033410882	4.845932943	4.728165568	4.751923772	4.783763361	4.767422649	4.870530217	4.899284606	4.695505766	4.743153881	4.839358841	4.82717286	4.905388871	4.947388658	4.972266841	4.987259868	4.919273377	4.805331394	4.893015899	5.004773803
GBAA_pXO1_0107_at	6.28957372	6.282066694	6.313195224	6.311075061	6.540892553	6.39394007	6.428582325	6.350687941	6.289656572	6.439757646	6.393560919	6.484638012	6.406838235	6.364798712	6.443691041	6.534006821	6.502199484	6.754333543	6.482035452	6.389168379	6.689848802	6.617565004	6.750823006	6.781092838
GBAA_pXO1_0108_at	8.504469299	8.593846544	8.45014179	8.434065913	8.709381978	8.6435128	8.517511411	8.474244169	8.630684446	8.76593684	8.595346592	8.429295032	8.821902167	8.772602551	8.668607254	8.710414756	8.740402676	9.026554905	8.731681596	8.632309442	9.225801726	9.363677527	9.049811443	8.870955916
GBAA_pXO1_0109_at	8.308976885	8.362527728	8.097961127	8.018475708	8.44499143	8.391338645	8.171164699	8.109830476	8.429429031	8.346067747	7.936372898	7.90261403	8.528283341	8.405837667	8.180417535	8.269038857	8.299255328	8.383543769	8.152861214	8.077022468	8.729125796	8.844950359	8.376637585	8.346961921
GBAA_pXO1_0110_at	7.258250351	7.225198959	7.405879886	7.319953929	7.640203553	7.503021334	7.308135784	7.320239585	6.934101362	7.246011676	7.099455153	7.04981872	7.292960398	7.397843395	7.367591803	7.370346362	7.070774252	7.438732604	7.352675688	7.500318025	7.541890973	7.767076294	8.071396709	7.60646734
GBAA_pXO1_0111_at	7.052007595	6.997676359	7.623050205	7.553605948	7.716363118	7.645506766	7.487523423	7.455831169	6.573867115	6.650111098	6.585332481	6.921296694	6.801727083	7.144282864	7.24469194	7.166682504	6.827773348	7.013556416	7.025744793	6.841735069	7.255264146	7.657058598	7.511709603	7.171535153
GBAA_pXO1_0112_at	7.283175394	7.263979464	7.528132125	7.422947118	7.723120204	7.742447553	7.482712586	7.347834289	7.059924573	7.044518894	6.922307577	7.146789461	7.245772576	7.22535933	7.190560264	7.349984018	6.979344541	6.921550034	6.939319664	6.892410146	7.301045517	7.522909474	7.30095969	6.914707499
GBAA_pXO1_0113_at	9.201940006	9.138766846	9.623778454	9.863880172	9.180789396	9.50738897	9.157150389	9.929128916	8.378282017	8.802604311	8.754513262	8.945366554	8.799328511	9.002873128	8.872017935	8.928918519	7.830244054	7.996072068	7.836576622	8.962774288	7.124157006	8.332113792	8.58107014	8.48008141
GBAA_pXO1_0114_at	8.638933132	8.55484662	9.149513321	9.41146516	8.712983537	8.958336195	8.69590287	9.357678761	7.850018523	7.924390416	8.027508465	8.383607018	8.221363458	8.412673056	8.287405034	8.380342713	7.176353497	7.26796405	7.543016808	8.343231622	6.830251086	7.591439701	8.007796031	7.979147889
GBAA_pXO1_0115_at	8.576694023	8.157572394	9.235324639	9.471981724	8.845123592	8.633241505	8.677883084	9.449733229	7.77619596	7.097821628	7.464707422	8.012546398	7.932523651	8.027577587	7.962245562	8.224912722	6.840472664	6.590319724	7.322286293	7.835167643	6.631856895	6.910709157	7.832825455	7.925992765
GBAA_pXO1_0116_at	9.101046225	8.836883729	9.450038618	9.672867165	9.191126305	9.021086825	9.165999377	9.572108632	8.683763504	8.238078342	8.497939164	8.75974435	8.800045988	8.886769353	8.860188193	8.85807163	8.503299662	8.496817189	8.676905921	9.068068095	8.474384394	8.89445955	8.731343213	8.654074654
GBAA_pXO1_0117_at	7.030468338	6.930092605	6.712138282	6.621126476	6.819227435	6.79103951	6.719638323	6.669353981	7.138183761	7.018338644	6.75291375	6.626861134	6.803549676	6.80700223	6.692721238	6.575010974	7.325607648	7.253123845	6.655575797	6.960340421	7.040561742	7.459490125	6.665359754	6.592401354
GBAA_pXO1_0118_at	10.20093469	10.10579489	9.858154747	9.83696092	10.17232289	9.979763787	9.844033207	9.946788787	10.44165976	10.41386342	10.22304486	10.06163677	9.886324368	9.888181021	9.705819166	9.790022568	10.18854555	10.18690119	10.00623611	10.33164751	9.90220039	10.16798356	10.33189662	10.46110669
GBAA_pXO1_0119_at	12.21077988	12.81999571	12.40195476	11.87592507	11.98911371	12.23395376	11.64949142	10.59131375	14.00203566	14.05424901	14.2476549	14.15293965	11.34943396	12.69181787	11.78063285	10.89098744	14.01878018	14.09305772	14.25483939	14.14072143	12.57517472	12.69786002	10.0533206	9.983452097
GBAA_pXO1_0120_at	12.14009224	12.52667038	12.22358692	11.69739202	11.74149489	11.94422686	11.54006759	10.5461636	13.62203239	13.57707285	13.7278702	13.71342892	11.07478064	12.36096274	11.53028879	10.80776624	13.63257683	13.68705991	13.6922294	13.8878101	12.20905081	12.47705037	10.07659113	9.737911728
GBAA_pXO1_0121_at	9.531578192	9.417247899	8.693651609	8.820326254	9.154109304	8.94422889	8.698814282	8.732040284	9.776319052	9.959736374	9.638188946	9.285066449	9.550608581	9.21210188	8.73777901	8.877382092	10.12690273	9.992268985	7.955272401	8.30021933	9.049982803	8.728270261	6.416239349	6.553177387
GBAA_pXO1_0122_at	10.50129203	10.33948088	9.658170084	9.901969323	10.09472316	9.988196126	9.691704776	9.787958424	10.6196735	10.79061674	10.30690012	9.843592197	10.673415	10.20819808	9.82254162	10.17843187	11.24734273	11.1541925	8.697866438	9.284638064	10.48111134	9.924336459	7.858635979	7.586446725
GBAA_pXO1_0123_at	13.93532828	13.88549417	13.60978187	13.63322928	13.78626663	13.72935413	13.53663226	13.58847468	13.94909501	14.07186095	13.93850611	13.71937241	14.00670853	13.8757618	13.72288829	13.85800551	14.0134869	14.0984556	12.76646107	12.92354368	13.9103754	13.62078109	11.95823566	11.69681404
GBAA_pXO1_0124_at	14.57204053	14.48014748	14.31713881	14.35692837	14.40439721	14.37870758	14.29928248	14.37871092	14.57211787	14.64546587	14.54040725	14.45648233	14.55786062	14.55789687	14.38793249	14.47055619	14.5273539	14.58565305	13.74052432	13.543416	14.51802062	14.34200609	12.45294981	12.33253993
GBAA_pXO1_0125_at	12.42089189	12.28155381	11.84872568	11.92536052	12.10943869	12.12613989	11.7672548	11.85113819	12.3002191	12.29958768	12.01171348	11.83332879	12.33656694	12.11130925	11.80627244	11.94847264	12.29342953	12.32505514	10.99681787	10.81607706	12.05327168	11.84728294	10.58984597	10.43853737
GBAA_pXO1_0126_at	8.943294652	8.955343069	9.147843122	9.061287478	9.150493289	9.08002694	9.252353302	9.147583877	8.892818104	8.877505863	8.967629619	9.273323765	8.967479609	9.073147767	9.235330865	9.03927506	8.904219058	8.742897967	9.615293918	9.326877277	9.07415516	9.702742736	9.165950203	9.030931212
GBAA_pXO1_0127_at	4.396735802	4.213305315	4.436883073	4.316525395	4.293532929	4.253627629	4.434217102	4.533603194	4.35571226	4.339037142	4.400381707	4.380627324	4.361227638	4.381719281	4.32747357	4.31826591	4.704578803	4.495861383	4.631114287	4.7036966	4.602441135	4.723230665	4.83480624	4.643223685
GBAA_pXO1_0128_at	6.788150723	6.748598725	7.346746718	7.42903602	7.069496045	7.055935533	7.425250261	7.416290336	6.724111373	6.759127393	6.754375361	7.067345835	6.703481028	6.801899234	7.072987786	6.909569433	7.537234623	7.567285576	8.096106472	8.118447066	7.426665507	7.73208837	8.50999509	8.275391571
GBAA_pXO1_0129_at	7.78430719	7.61789791	8.469644966	8.406570717	8.15425075	7.993467342	8.476299927	8.540291271	7.823242835	7.795045867	8.010739721	8.090870088	7.716206186	7.879401638	8.108303078	8.041690508	8.379152502	8.576168977	9.163957097	9.268444475	8.294478789	8.628149015	9.088948029	8.973235143
GBAA_pXO1_0130_at	9.086298251	9.118506015	9.733956203	9.681923545	9.437962863	9.350860111	9.738171632	9.703234979	9.183119165	9.250251339	9.45049833	9.613212611	9.240667138	9.256221253	9.565093742	9.453127534	9.551034684	9.580187545	10.09693339	10.2303688	9.349866023	9.855597128	10.06367447	9.991818473
GBAA_pXO1_0131_s_at	9.419031899	9.486811071	10.07578552	9.969650836	9.70135841	9.682823788	10.19994663	10.15592557	9.907981969	10.01524567	10.17820717	10.51329862	9.744698315	10.06517599	10.41601971	10.1893229	9.630404225	9.610367497	10.46129039	9.906927606	9.640197798	10.1357051	10.34734117	10.20749386
GBAA_pXO1_0132_s_at	8.61265796	8.834648031	9.16636771	9.116227139	8.86832137	8.889585426	9.277599854	9.393017987	9.119394919	9.216934985	9.451845529	9.780692275	9.068495897	9.367989939	9.686981469	9.432138317	8.977700554	9.14867186	10.01579111	9.497336457	9.150915656	9.697210831	9.829481597	9.771554433
GBAA_pXO1_0133_at	8.968481878	9.115385415	9.526594415	9.444103072	9.181471933	8.955968356	9.605211267	9.645121289	9.25915625	9.347139386	9.712334207	9.831209329	9.192642343	9.458524399	9.843438188	9.591486605	9.138962769	9.403396034	10.22099395	9.969451472	9.449876906	9.985612858	9.977311089	9.990636767
GBAA_pXO1_0134_at	9.557747658	9.63749864	9.835317325	9.738137337	9.664489943	9.461980331	9.877408789	9.971573516	9.518514171	9.509208511	9.965105113	10.08906294	9.74147493	9.848370361	10.14255671	9.834400328	9.204677041	9.544007713	10.34358878	10.04468965	9.649825099	10.12385054	10.15906327	10.0654609
GBAA_pXO1_0135_at	9.058976624	9.103393587	9.032236013	8.934609479	8.95257986	8.800956632	9.089623258	9.228020979	8.978725405	8.74451619	9.110820241	9.139505407	9.090309993	9.170167402	9.278914081	9.095469465	8.344848654	8.62583289	9.289414329	9.141835571	8.994159809	9.259036258	9.003968189	8.935612371
GBAA_pXO1_0136_at	14.20209792	14.23621768	14.1290424	14.12081154	14.21633486	14.16165006	14.07280738	14.09941977	14.1470804	14.16383727	14.13177659	14.09877604	14.22146577	14.19866038	14.12267013	14.14760012	13.85677817	13.80984663	12.61999301	12.24780211	13.98527691	13.93831547	11.9032712	11.70914116
GBAA_pXO1_0137_at	13.81301125	13.73830795	13.60178026	13.61905767	13.66513795	13.69360531	13.56755697	13.6267588	13.78337034	13.75535306	13.70669751	13.67414972	13.80779152	13.75587874	13.6837636	13.61059426	13.47243819	13.45089154	11.89081386	11.5831041	13.66172129	13.59799825	11.14712202	10.94285037
GBAA_pXO1_0138_at	10.21924144	10.31304654	8.765107185	8.935462945	9.662979761	9.474105634	8.783780136	8.810162497	9.987331869	10.81318208	10.1815392	9.255464928	10.65521926	9.741474076	9.357564517	9.602383141	10.18763512	10.63355088	7.671117862	7.958428556	10.06273435	9.363488237	7.449961928	7.112018997
GBAA_pXO1_0139_at	11.71641966	11.75955375	10.28220556	10.4674738	11.21719825	11.10582662	10.27527339	10.3375173	11.45775886	12.26811018	11.60141068	10.66946103	12.13122615	11.17836829	10.89252591	11.15552944	11.6826221	11.94162968	9.607320759	9.752312948	11.45551481	10.79698812	9.234933106	8.952937991
GBAA_pXO1_0140_at	10.8090209	10.78040005	9.26377871	9.518722279	10.14525065	10.09294633	9.27764709	9.247329086	10.61626549	11.30862113	10.44624406	9.547457787	11.11780075	10.17098706	9.775113332	10.02552761	10.69037719	10.87743087	8.42728479	8.786687976	10.36279795	9.749615788	8.294515035	8.237108214
GBAA_pXO1_0141_at	6.573690289	6.524293242	6.59852254	6.547728512	6.643596493	6.510089462	6.632293845	6.789011877	6.768499492	6.61736232	6.717295237	6.758773057	6.541162907	6.777248307	6.725246159	6.683107306	7.170894137	6.920131018	7.493478918	7.824468794	7.103433566	7.131646494	7.225188916	7.354280893
GBAA_pXO1_0142_at	12.68099837	12.7586801	11.91363441	11.96966322	12.35717298	12.3186161	11.86202735	11.79131112	12.66572281	13.07814544	12.60604846	12.20056335	13.05109029	12.56710976	12.2584772	12.41049399	12.67519926	12.68994145	11.62159883	11.27745287	12.30850546	11.69808228	11.44068652	11.32302117
GBAA_pXO1_0143_at	13.08843086	13.1287358	12.4209003	12.44412291	12.82484316	12.82575499	12.34180684	12.26684234	12.98854976	13.4917798	13.0276904	12.66059007	13.37586405	12.94509214	12.70169353	12.85859648	13.16041841	13.20492107	12.01658532	11.92144955	12.79199862	12.34541615	12.10962783	11.98224689
GBAA_pXO1_0144_at	7.110318012	7.347162078	6.876634653	6.657396736	7.36453721	7.35669904	7.037015493	6.68744907	6.777182507	7.054162088	6.600992677	6.408049777	7.220765994	7.240875664	6.950320257	6.858172218	6.979750074	7.610645468	6.419016175	6.117552193	7.73042435	7.967709207	6.723490027	6.326179978
GBAA_pXO1_0145_at	10.99388117	11.04767927	10.95754146	10.84785808	11.06802963	11.05891993	10.98449535	10.85378816	10.94183574	11.09442045	10.90683957	10.95412703	11.06021594	11.01042836	10.94557638	10.85121546	11.03668621	11.1761009	10.43477668	10.44158725	11.159141	11.03859137	10.42798979	10.18369585
GBAA_pXO1_0146_at	13.49788039	13.61969166	13.41041977	13.31880559	13.53275736	13.45785092	13.41766936	13.29381486	13.58012282	13.5041757	13.4753064	13.51792277	13.532193	13.4509323	13.32475046	13.21632713	13.68604242	13.75536297	13.07311676	12.97014154	13.67688066	13.37778332	12.26935264	12.42512096
